sentiment,tweet
neutral, White wine reminds me of vinegar
positive,I love the sunshine and the happiness it brings
neutral,"Just watched Mall Cop. Wasn`t that funny, but wasn`t too bad. I guess. I kinda wish I still worked at a movie theater...."
neutral,missing ontario..
neutral,boys and girls lie? awww is santa not real either?
neutral,I`m going to bed ....it`s weird the 1st time in a long time.. He didn`t call and say goodnight  ... Ima lil curious
positive,"Good night everybody, i love u Phillip! XO"
positive," HA.. I look at Twitter games as harmless fun. Despite being author of Twitter book, I try to talk about other stuff"
negative," T, im sooooo bored right now"
neutral,Watching my bro play footyball
positive,thinks tonight couldn`t have gone more perfect.
neutral,auntiegail says `Today I am picking up the hi-vis vests for the kids they say `Auntie Gails Childminding Service`  ****.`
neutral, Oh no! Hope you find your voice soon
neutral, Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.
negative, it`s depressing
negative,needs a little lie down. not feeling great today. boo
neutral," ok babe gotta go back to work, tweet you later"
neutral," ?. Pick up that, as fast you can!"
neutral,   do you need to go on a bike ride?
neutral, Did I miss the fun?
neutral, I have got my smile
neutral, well well...so sorry! let`s dance  it`s fabulous hobby
neutral,watching the office......... also comedy gold
positive,Happy Mums Day This is Nelly`s shout out   http://skitch.com/t/tac
neutral,Tonight is my last night in my apartment...
positive,Happy Mother`s day to MOMMY
positive,is getting ready for an awesome service!  - http://tweet.sg
positive,_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!
negative,I dont think my twitpic is working
neutral,_ashley OH REALLY?!
positive,"Morning twitties! Heading to college, just back from the docs, god I`m hungry  streching my ears again today! 10mm ;) payday I love you!"
neutral,Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well
negative,Not feeling too good
positive,"oficially mother`s day! Hug & kissa Ur mom today more than U do everyday  cooking 4 her is a good idea, i`m making enchiladas suizas =]"
neutral,Be my Yoko Ono and follow me wherever I may go !
positive, i love Paramore!  welcome back
positive, I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.
neutral, I had to find out via twitter
neutral, interesting to see the differing accounts. mandy is always VERY pc in all her accounts. her robbie is a monk!
positive, I know   Guess I was hoping they`d revitalize the plot lines as well instead of reverting to old cliches!
negative,Revision continues. Getting so bored and tired. I can`t wait to get out and do interesting things. Only a week and half left though
positive,its gonna be a beautiful day!
positive,watching beauty & the beast  haha
neutral,one more final
neutral,is debating giving twitter a proper go. now to try and understand it
negative,I don`t wanna work!
negative,I hate being young
negative,"  i know the feeling, working so much sucks hardcore. we need to hang out soon"
neutral,watching JONAS
negative, Awww Thatss Well Sad  x
negative,Here at work having lunch. A lot of work and not enough help
positive,#HappyMothersDay to all the moms out there
negative,Im only failing 1 class.... Algebra 2 **** it that **** is hard!
negative,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.
negative,feeling like ****. hope its not swine flu or something
positive,glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate
negative,My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4
negative,I have a sore tummy
neutral,"But I am on pg 145 of 165, so I`m getting close!  *yawn*"
positive, We all need that simple reminder-thx!
neutral,"Sweet _b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out"
negative,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS
neutral," not cool, Mark, this song is going to be stuck in my head all day. but I love you, anyway... is it Star Wars Day today? cool"
neutral, did you drink too much? the best cure is a fry up
neutral,I`m getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.
neutral," if he did, he would say hi."
neutral," I am the same... well peer trained, peer taught, peer learning"
neutral,will be practicing my smile today-it`s gunna be BIG!
positive,"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!"
neutral,Pub crawling through NE pdx
positive,Just got back from baby sitting. It went well.
neutral,"That`s the way it crumbles, cookie-wise"
positive,"_J i soo dont wanna work tmrw!  ...only on a half day tho so hopefully the sun will stay out for me! Gonna go get showered, tweet l8rs"
positive, I love you too baby  see i`m cool now!!!
negative, Just the mother of all bad days
negative,"Yep, lost my bet to chris"
positive, Any others jobs like this available? Sounds like a great experience. Direct message if you know of any others.
positive,good morning tweeties! what to do today? I am all rested up from Richmond and ready to hit the beach!
neutral,Ugh 2 days whatever to somewhere
negative,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha."
neutral,is going to our cabin soon
neutral,() oh snap
positive,Thank you all for proving my point
negative, not so good
positive, - thank you - I take that as a compliment if I may -
positive,Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team
negative,"oh dear, they selected the worst bit for highlight for soprano guy"
positive,welcome to the family new pillow  im going to lay my head on you tonight!!!
negative,Knew she was an idiot..
neutral, thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep
positive,i want so bad to go to the mcfly`s concert
positive, Aww thanks! I am indeed graduating on Friday. Just 4 finals stand between me and freedom...or Teach for America and law school
neutral,Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!
neutral,_Carroll i want a marty mcflyy t-shirt.
negative,worried about Mr. Socks tonight.
neutral,I only have 2 more seasons of X-Files to watch
positive,Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act`s new broadway show
negative,is sad to go to work cuz it`s TermiNeda`s last day...and little monkey`s last day too
positive,Yay! Bannerbomb for the Wii is finally out. I can run homebrew on my 4.0 Wii.
positive,going to see star trak expecting noting but amazing
neutral, wassup with u this morning.
negative,would like to go back to bed. horrible headache pounding behind my eyes and all over my skull
positive,"i wanna move to england! 'ello, i must go to the loo. i will head to my caddy,yes.' gahaha and the awesome accent."
positive,thx for the tip.  how did you figure that one out?
neutral,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my 
neutral," been there, done that"
positive, i love electro house
neutral," , Just read an article that buying IP`s doesn`t necessary mean to get developement teams . Does that mean   ?"
positive,  hope u feel better sweetie
positive,"'Completely dishwasher safe, except that the pattern might come off.' Blue Coat humour at its best  Three cheers for Viz"
positive,i love his nose kisses
negative,wonders why am I so clumsy lately?  http://plurk.com/p/x28ka
neutral,Going to  for lunch today with . Who`s in? I still need to hit the ATM.
negative, that makes me sad for you
negative,_Songs I know  Especially since the summer is such a boring TV time to begin with.
positive, what a cute dog
negative, I`m sorryyyyyy  I`ll be home as fast as possible where we meeting at?
positive,"Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though"
negative, I would think the pres would be afraid you`d Pun`k him
negative, Shame about your job  have you thought about working for yourself?  there`s big money to be paid http://bit.ly/1864ml
positive,Watching SNL  gahhhhh Will Forte is soooooo funty!!!
negative," No, trying to reason with it. It didn`t listen"
positive,"yay sing it loud wed, fall out boy, all time low and cobra starship on friday  WIN"
negative,****. I got a math test today.
neutral, exactly  Prime Minister doesn`t need take care this issue
negative, don`t say that - I really miss my red Porsche (sold it 2 yrs ago)
neutral," that`s the prob, i work from home, and the bed`s calling, no, screaming out my name! had really strong coffee instead"
neutral,im hungry.due to last night`s dinner..or lack there of.. someone take care of me
positive, wish i coulda been there
positive,"   Does she like it, or does she roll her eyes?  Now I`m curious as hell!  Good singing is a real treat as far am I`m concerned!"
neutral,"Yep, one of those nights again."
negative, yeah I didn`t realize how bad it all was till now
positive,"Yesterday was AWESOME ! Sunny day, best friends, good food & tons of fun - what more could you ask for ?"
negative,gah. how am i supposed to study when all i do is sneeze and get even more tired.
positive, Well I guess they think of everything   Thanks so much for keeping the fans in the loop
negative,Least u can get some more! Im broke
positive,Just chillin at home
negative,All my loved ones are leaving on Sunday..... sad
neutral," I would have, but SuperTarget didn`t have any."
positive,rock week  i don`t think danny`s gonna go home this week  he`s never been in the bottom three.. and he`s a really good singer
neutral,"following people around, though there are so many.. where are the webdesign twitters!"
positive,I`m awake. Anybody else awake? Wish I lived in the US since all the fun happens when I`m asleep!
positive, i haven`t got a text back!  sod her i looks fabulous!
negative,"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place"
negative,shouts out to  and 
positive, God bless you my dear friend...
negative,justwatched the most depressing episode of Jon  Kate EVER!!!i actually almost cried.
negative,"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore"
positive,  May the 4th be with you too
positive, that was an amazing concert!!! got some really good video and pictures
neutral,Kind of tired of poopy puppy patrol....who knew two lil doggies could make so much um...waste. They are super cute though
negative,Stressed  I want prom to be perfect for me & my babe and **** aint looking to good right now!
negative, noooooooooo my parrents found my stash
neutral, girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above
positive," i know, right? i`m super-excited - i told y`all this is the busiest time of year for me"
positive,Its a gorgeous day and I`m going to work allll day  Just gotta keep telling myself its for NYC!!
negative,**** elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?
positive,Its funny how I want something even more... now that someone else has it and i cant anymore    hahaha NEXT!
neutral,Firefly...That`s Nathan Fillion as in 
negative,Kimberlee Hatch!!!!!!! I miss you
positive, cause my eyelids are not deep set.  thanks it would help me a lot.
positive,   Happy mother`s day to your moms.
negative,Cant believe there had been nice weather all day and I was stuck in doors all day
neutral,People eight years my junior can`t understand most of my references
positive,"Come on all you lovely fans Number 14 in the Local pop Charts  Let launch an assault on the number 1 slot!!! www,reverbnation.com/suki ..."
positive,apple fritters are like the perfect after food...don`t you think?
neutral, samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****
negative,i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now
neutral,_fan Been busy trumping your cheese omlette with a cheese and chili omlette. An omnomlette
positive,_estep I am glad you are getting into your twittering
neutral,Going to search out areas we would like for our dream home to also home my home based business one day soon.
negative," blue skies? where, it`s still grey and hazy out of my window"
positive, YES!!! haahaaa.! break out the jellybeaniesss!
negative,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal
neutral,Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com
neutral,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it`ll be a good advertisement
negative,It`s gonna suck being the only sober one tonight
negative," Guilt trips, feeling sick, pressure. stress and too much drama"
neutral,back from lunch and I just remembered I have to join the daily recap with JB
negative,I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions
neutral,Girls night in portland
neutral,"blogging, cleaning and chatting while listening to phoenixfm"
negative,Going to the doctors now. Scared as ****.
positive,just got back from greenlake.  it was such a nice day today!
positive, my saturday was good  i cannot wait until this monday night
neutral,My baby is going to her first sleepover tonight   I`m gonna need a lot of wine to get me through today
positive,: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3
negative, ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.'back the ^$!@# up'
negative, Why do you not respond me?
positive,Happy Mother`s Day everyone.
neutral,concert tonight  chackin out and not coming tomorrow!
positive,Good movie.
neutral,Not quite sure what ace of cakes is or are. Gosh I`m tired. Loved bride wars. Fun night.
positive,I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother`s Day
neutral,  shareeee.
negative,Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww
negative, No. Not professional at all.
positive, lucky kid...i so wanna see loserville  pity im in oz....
positive, a celtics-lakers rematch sounds better don`t you think? lol
neutral,Watching wizard of waverly place
positive,goodmorning !
positive," haha what can i say, you`re a great teacher!! you learned from the best... Hannah Montana"
neutral," aw no!  yeah I must say, it was very good haha"
positive, funny you should say...am filling it out as we speak ;) cheers!
neutral,proper cba with out!
positive," good afternoon, hope you have a great week"
positive,  i just saw your performance on the ellen show. we`re so behind in australia  you were AMAZING and have such a wonderful voice!
positive,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time"
positive,tafe was actually quite good. for once
positive," You are welcome, xuxu"
neutral,"having a creative party with me, myself, and moi"
negative,I am sooo tired
positive, thanx for the msg! glad u liked my singing!
positive, lol. I see what you did there.
positive,"http://twitpic.com/4j9x4 - lmao, it`s true"
neutral,ok gotta get my sub before everyone wakes up
negative, Aww  Yeah I feel you. I know its hard.
positive, Extremely excited! i`m 15 days behind you
negative,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha
negative,Morning tweeple! I`m a bit sneezy today
neutral,My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.
neutral,"At LA Fitness, at work right now.....pretty busy morning"
positive,happpy mothers day
positive, I second that. I wish it rained more where I am
neutral, the idiom?? doesn`t ring a bell eh? hahaha. y`are really thinking of food?! nope. actually in the bathroom. teehee
positive, have a lovely weekend
neutral,Saturday Night Live in 3 minutes  Jimmy should still be on it.
positive, I really ought to pay more attention to my phone tweets... Sure! The more moives the better.
negative,"specially when you`re already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
neutral,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!"
negative, I agree. I missed a LOT while I was away and busy and now it`s like a whole new place
neutral, Not sure yet... they said we`ll see
negative," Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
negative,_one Could use GarageBand though it`s probably overkill.
positive,hurray twin girls born on this beautiful May day
negative,"I don`t think that im feeling too well. all the sudden, im tired but scared to fall asleep cuz I know I will wake up sick."
neutral,in the mailbox already for 2 hours
neutral,Getting ready to go to #Brighton to find myself a new suit from #GreshamBlake - Sunday = me time
positive," I know! I can barely believe it`s almost over! Thanks for the review, lovely!"
positive,Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album
positive,what a great day for a massage! book your appointment today  617-262-2220
negative,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
positive, Is there going to Sausage on it  yum yum
negative,Life sucks if ur not having fun.
positive,I like  already  (new follower to join in midst of zombies mayhem)
negative, Totally  plain and simple.. i hate all thoes bridezilla shows.. if i was the groom i`d be running far far away!
neutral,June gloom is upon us.
negative,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol
neutral,My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2
negative, ****! I wish I were going! Found out too late to get wranglers for my kids and .  I miss #mountainjam every year!
negative,"Aw man, Half Term isn`t long enough    lol!"
positive,"Hey, Good Morning guys!!"
neutral, You`re still welcome - the door`s wide enough for your zimmer frame
negative,Dinner with the fam... I have missed them
positive,says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh
positive,says it`s late. Goodnight people!
negative," Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)"
positive,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p
positive,may the fourth be with you! happy star wars day
neutral,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He shows A9.
positive,Yay me! I did good on my com final  I needa step up next semester forsure tho. No more distractions.
positive,yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho
negative,  I dint dump anyone. It`s always me who gets dumped and blamed. That`s why I don`t believe in relationships. #twpp
negative,LA unified summer schools drastically cut due to CA budget  cuts. Very sad
neutral,i guess i`ll do both since i cant really decide which one to choose
neutral, Welcome back to Japan
negative,Maybe I`m lacking in Friday feeling cos more of my trousers won`t go on  Thunder thighs!
positive,thanks everyone for praying for President Aquino.  http://plurk.com/p/rreml
positive,loves twitter (Y) 38th post. mwaha  x
positive,hi everybody! i`m having my lunch break at work and enjoying a nice cup of coffee!
negative, haha okay you were talking about middle college grad I think and I got worried
positive, Thanks for the concern. And checking up on me! Much appreciated
negative,_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch
negative," Thanks for the R, but, sorry, the LOTR was spam."
neutral,im officially done with school til fall.
neutral, I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.
positive, Well I *did* put in a good innings...sweared at the brother in law..was in fine form
positive,Hope my roommates having a good morning without TP and soap!
neutral,now we are also on twitter  follow us to know the latest!
negative,I hate TweetDeck when it reaches access limits
negative,Ughh. That Miley creature song has infested itself in my brain!
neutral, Oh my goodness!  How AWFUL
positive,  Have fun! Wish your mums a happy mother`s day for us!
neutral,What about APE and server-side javascript with #mootools ? http://tinyurl.com/odqwgh  (via )
negative,"what the hell am i doing awake this early,"
negative,Decided I should study  (finger down throat making gaging noises) Hate MFs!!
negative,Just got to work. Only today and three days left.  my heart is breaking.
neutral,just got home from work.... and is chugging down a big bottle of apple juice.
negative, i dont think you can vote anymore! i tried
negative,Trying to find a foreign place in a foreign town  i have being lost
positive, The Disney Store is not treating me to well with hours  I realy want to go on 6/13. I willdo anythig to go to the show ;-)
negative, I didn`t read the details so that may be it. Sara Jayne is a kid`s show so it can`t be that exciting.
neutral,My phone is so stubborn!! You`d think it had my genes or something!!
positive, lmao haha nice lolz it`s all good though. i can wait  lol
positive,This cigarette is so relaxing
neutral,My belly is speaking to me! I need food!
neutral, wud like to. But I actually have a free weekend this time and family is visiting. so I`m staying put. next time
negative, not funny
negative,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....
neutral, Hott as Africa lol yeah its hot here too and its a big storm here
neutral, 167 Brian 167 that`s 1...6....7 followers count them and weep. And they ALL know who is the buzz champion by now
positive, thanks for trying
negative,on no bsg might just have made me cry
negative,And now im all hungry and thirsty. and too afraid to go downstairs...
positive,  I wish I knew..  Trying to figure something out here too
positive,  Aww bless hope the phones okayy  x x
positive, I love it. Tell me it didn`t match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?
positive,"lovely, my plans have been canceled for the night. another night home alone for me. un-yay"
neutral,first puppy gone 2 new home.
positive," hope you have a great weekend Em, say hi to the fam for me"
neutral,"ooh_Bell whatchu goin as? Monsterpalooza`s this weekend for us.  on the no Ink, i won`t be a stressed contestant this year! Miss U X0"
neutral,How does this Follow Friday thing work?  I don`t have any real followers
neutral," total tv quote, not sure if u would know it"
positive,At home about to go to sleep! Goodnight twitter world!
positive,Rainy Mondays... Is there a better day to work at home?? I am thankful!!
neutral,just had steamed fish w/ oyster sauce
negative,Just lost Internet.  And I was in a raid for 25 OS.
positive,This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?
neutral,_ i guess we will wait & see..
negative,Another two hours of work. Ugh. It goes by so slow. And im sore
negative,"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
negative, Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere
positive,I didn`t check Twitter till just now. Thanks everyone for all the Congrats! I really really appreciate it  #fb
positive, MCM is still my next main event.  I`ll be happy to get back running soon.  Still run-less for 10 days.
neutral,_M aww why psn?
negative,Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.'
negative, soooo jelous of you right now
negative, very familiar.....sorry you`re feeling that way
positive,Vacation over!!!  Looking forward to the next one........
positive," i do i do, i feel absoulutley fine"
negative, http://twitpic.com/4phze - Awe! I miss my baby
neutral," yeah, we`re on our way home"
negative,exhausted and sick... my face is greenish
negative,hahaha  is SUCH nonsense
negative,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!
negative,_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift
negative,"my camera`s being a doucheeee, it stopped working"
positive,Goood Afternooon
negative,Regrettin some of the decisions I made
positive, i promised myself i would spread the cards around India...and I only gave someone a deck & then never gave them out
negative,"I wanna go home, but I can`t cause the customers won`t leave... And my boss won`t let me leave either"
positive,167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...
neutral,if you cant hide the tweetie icon why not change it   http://twitpic.com/4j92o
negative,sitting around doing **** all....tired
neutral,Indo Girl in Thai Traditional Clothes being object for tourist at Wat Arun
negative, No it`s not sad. Should make you proud
neutral,Day 7 without shower. No end in sight. There is stuff between my toes.
positive,I wish my grandmother had taken me to the US with her
negative," i miss that place, but miss wegmans even more. whole foods != wegmans"
neutral, morning ashleighhh  x
negative, I don`t like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
neutral, My plans for the weekend include working on a paper and driving my guy 2 the airport. Won`t see him for 3 wks.
positive," hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****"
neutral, Time for some Halo3 then?
positive,contemplating when to hand in my lovely car
neutral,  oh hell yeah lol. im a vegetarian tho but i still cooks the mean =X im a traitor
neutral,"Yeah, I made the python conversion script for the Provider`s extranet in 1 day (3 expected). A way to promote #python at #jcdecaux"
positive, i hope so  I KNOW WOO! haha 2 times  it was exciting lol
positive,_Seattle I totally 4 got about Golden Girls that is a gr8 Show
neutral,   grats to aaron and christine
neutral, word?? ima be there this summer....just move back with me  lol
positive, Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.
positive,Back from hospital. Doc says I`ll live
negative,Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.
positive," haha im jewish, i love that one"
negative,depressed that i wasn`t included in the morcom gardens quiz on facebook
negative,"I hate traffic. Dallas is nothing, but traffic!"
positive, You must like my song.
negative,"man, its weird, Mom`s cooking is giving me so much nutrition but also so much unladylike gas"
negative,need a break...my head hurts
negative,my tv is so boring
negative,Still raining here in The Bay...I forget what sunshine looks like !
positive,shecky95   Happy Moms Day to u as well and many more to come
positive, yay Happy Mothers Day to me  Screw burnt breakfast in bed I`ll take some E.  (erniehalter live > http://ustre.am/2VkO)
negative,Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!
negative,Now i feel really really bad...sorry
neutral," - We drank ours away, May Day Bank Holiday today"
negative,We`re not gonna be able to talk again
neutral, I could have bought a Vespa with the amount of money I just spent
negative,Done with geology!! But I`m really missing my favorite sisters! Especially because they can`t go to banquet tonight
neutral,it`S freezing and raining here
positive," i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha"
negative,I dont want to be ugly anymore
neutral, awwww... I`m sorry! I changed the picture... just for you! Because you rock like that!
positive,listening to some bands recommended to me by Sarrah  i really like the friday night boys <3
neutral,"If you guys would be interested in watching me get tattooed tomorrow, let me know!"
neutral, Be my guest !
positive, Hey lovely.. hope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha
positive, awww  I`ll let you off - but you`d better be there for my next 30th! XD
neutral,is heading off to the fair
positive,i looked all cute too!
positive," I just wanted to say, that you have the best screen name ever. That is all."
negative, Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:
positive,animating an ad for work. One of my favorite things to do. So much so that I`m doing it on a saturday night for fun!
negative,i miss rich
positive,i love how nice the weather is today and i am camping tonight! oh and i hate my hair
positive,IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me
negative,shattered! PWG botched his hybrid dolphin shirt order and sent him xl
negative,Oh I`m really tired of these migraines! #Endometriosis & #Fibromyalgia & #Migraines & sleep probs just compoundin ea other since surgery
neutral,i can`t believe my little brother is married...
neutral, aaa new follower! hiii
positive, thank u
positive,Happy #juddday everyone!
neutral,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!
positive,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully..."
neutral," Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~"
positive, HAPPY MOTHERS DAY MARK
neutral,@ work again
neutral,OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg
positive, LMAO. Joey is mine  I cant wait to meet them in july!
negative, HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula
positive, gables apartments has corporate and their nice.
neutral, been there done that. It always ended up with me selling the machine and going back to my mac
neutral,28ï¿½ in VanCity? Holy shizz. I will be home soon kids!
negative,Going to be a strange weekend. Probably srtarting off with working til midnight tonight
positive,learn to fly higher...!  http://tinyurl.com/30tools
positive,Colleen really sincerely hopes that  gets better soon.
negative,_Gates am also gutted...the end is nigh  x
negative, I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u
neutral,wow i have no friends on twitter
negative,I hate the dryer.
positive, Thanks Elaine. I`m clipping reviews for her scrapbook.
positive,may the fourth be with you  happy star wars day.
positive," i can`t believe you`re coming near me! but to a place that i can`t get into.  i love you, Jenny!"
positive,"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather"
neutral, me me me!  lol
negative,just got home. im so effin sad
positive, **left off the 'again' in the title...whoops!
positive,another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.
negative,nooooooo  sue is retiring  no no no no!
positive, lol sweet!!! ...i still have yet to watch the 4th movie  hope ur having a lovely weekend! happy mother`s day from aus! =P haha
positive, Happy Mother`s Day! I hope you have an awesome day...and a good rest of the night
neutral, where are ya headin to for your family vaca? i hope the paparazzi leave you alone
neutral,_chapman #whuffaoke is the same night as  at Gillette Stadium!
positive,"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!"
neutral, haha  i did! many times before!
neutral,"   Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Angel"
neutral," Morning John, yes I do, however I have a diary clash and sadly can`t attend!"
positive," really good, but it`s definitely not a 12`s. So many people getting burned alive"
negative,"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can`t Reply To Tweets"
negative,Am i the only one experiencing problems logging into digital point forums ???
neutral,Starving. And Alyssa`s mom would bring her subway.
negative,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.
negative," mmmm now you`re speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess"
neutral,Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3
positive,loving that spring definitely seems to be here now
neutral,I think i need some new friends
neutral," Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more"
negative,"Not so good at remembering to do this twitter thing, sorry everybody! I leave for Tibet today...with a head cold"
neutral, aaahh i know!! i was spose to but i had to take my dad to the airport.  next weeek fasho!
negative,"  I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*"
positive,.. good morning peoplee  looks like it`s going to be a nice day today! better than last week it was raining =(.
positive,Okay...So I have an AIM account now...Send me ur S/N`s on there so I can add u...Thx!
neutral, of course
neutral,http://twitpic.com/4wppn - This is how wild at down and derby... TRNDS3TRS
positive," yep infact she is popular, miss india 99, talented film actress .... and lot more"
positive,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn"
positive,"i love Fly With Me, live chats and don`t like being sick."
neutral,"fuckkk i need sleepppppppp lol, happy mothers day mummy"
negative,im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore
positive,Finally able to get Flight Control for my Ipod. Best game app! 123  **** choppers lol
negative, still sad about Samantha Who?
positive,I don`t wanna be single the rest of my life
positive,is wishing that i could be famous for acting and dancing
neutral,I wanna go to the Borgata tonight if Rich is playing.
neutral," I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south"
negative,"throat is reallyyyyy sore , i can barely talk"
negative,cutting hair allll day  wish i was outside
